Offered Load (G),slotted_aloha,pure_aloha,non_persistent_csma,one_persistent_csma,p_persistent_csma
0.01,0.009900498337491681,0.009801986733067553,0.009891143011979076,0.00998903597481742,0.00990091598589715
0.01023,0.010125880578870773,0.010022820869750957,0.01011610522561578,0.01021850277322659,0.010126327559802131
0.01047,0.01036095096785256,0.010253037722850513,0.010350728240429334,0.01045793179236789,0.01036142998047153
0.01072,0.010605695367470386,0.010492609536155113,0.010594996813816928,0.010707321085490659,0.010606209327835493
0.01096,0.01084053426807645,0.01072237073150911,0.010829369554774496,0.010946719428061849,0.010841083330570716
0.01122,0.011094815200001419,0.010971027123189172,0.011083135185907908,0.011206050540080585,0.011095404044492581
0.01148,0.011348963190400073,0.011219422081625068,0.011336757231919455,0.01146536377904469,0.011349593682509719
0.01175,0.011612745449622035,0.011477094202358915,0.011599982121461207,0.011734631580144775,0.011613421210571743
0.01202,0.011876384458535942,0.011734484842508656,0.01186305242369962,0.012003879888448227,0.011877107591921591
0.0123,0.012149636630424293,0.012001111402548599,0.01213570292775234,0.012283079648345768,0.012150411162518342
0.01259,0.012432485534166815,0.012276941744024394,0.012417915988676425,0.012572228470171866,0.012433315793769254
0.01288,0.012715169387842288,0.012552448180242362,0.012699951177602455,0.012861354405713323,0.012716057968712842
0.01318,0.01300742735191108,0.012837114287954816,0.012991524710448732,0.013160425971135481,0.013008379055739113
0.01349,0.013309241854879302,0.013130905763652414,0.013292617755689,0.013469440542643164,0.013310261833838743
0.0138,0.013610868012230727,0.013424328119301858,0.013593508116535489,0.013778428475244115,0.013611959433531301
0.01413,0.013931747055588648,0.013736275726886267,0.01391358825682502,0.014107321652861146,0.013932918087051578
0.01445,0.014242698857822738,0.014038371678520773,0.014223750085860003,0.014426219169652983,0.014243950669545093
0.01479,0.014572865567189211,0.014358918920849829,0.014553061097457303,0.0147650160701492,0.01457420715932577
0.01514,0.014912506868479395,0.014688432041112623,0.014891804081610904,0.01511374322980995,0.014913945228789777
0.01549,0.01525190867790853,0.015017476973483638,0.01523029002082966,0.015462435298073495,0.01525344831523597
0.01585,0.015600757961070678,0.015355435265609473,0.015578179114425038,0.01582105313445184,0.01560240657767114
0.01622,0.015959033757633103,0.01570226624397491,0.015935449040936096,0.016189593351919274,0.015960799574614562
0.0166,0.01632671454479439,0.016057928182361483,0.016302076902186123,0.016568052431887047,0.016328606331881084
0.01698,0.016694113644034846,0.016413040657240894,0.016668403132812967,0.016946468968567583,0.016696137203348206
0.01738,0.017080545398331762,0.016786250351235467,0.017053684219846807,0.017344755867843432,0.017082714072084455
0.01778,0.017466665399056072,0.017158852652563703,0.017438631895989008,0.017742994932234083,0.017468985902631292
0.0182,0.017871756080246073,0.0175494321643853,0.017842468573550447,0.018161094077898555,0.017874243392710994
0.01862,0.018276503476885843,0.0179393436810215,0.01824593859655929,0.018579139681192788,0.018279165332323388
0.01905,0.01869053230074686,0.018337847647520306,0.018658635692047325,0.0190070828519357,0.01869338104346168
0.0195,0.01912343345617899,0.018754138828354153,0.019090117538165027,0.01945486931644741,0.019126486845139484
0.01995,0.019555941305090502,0.0191696661818619,0.0195211801667258,0.01990259285666652,0.01955920881607279
0.02042,0.020007252098156007,0.0196028470381571,0.01997095418528554,0.02037014749328114,0.020010753587383186
0.02089,0.02045813444087733,0.020035196974677417,0.020420272190774157,0.02083763236439878,0.020461880703165635
0.02138,0.0209277474073055,0.02048506134443321,0.02088822529132541,0.021324935308278784,0.020931760603743774
0.02188,0.021406464964595844,0.020943178349198784,0.02136521904558853,0.021822103728884608,0.021410763171764227
0.02239,0.021894258436731436,0.02140949318867287,0.021851223396063338,0.02232913210038314,0.02189886078385923
0.02291,0.022391098611439578,0.021883950110310406,0.02234620776389024,0.022846014716574894,0.022396025329237738
0.02344,0.022896955742368545,0.022366492417576104,0.022850141053347206,0.02337274568688815,0.02290222821338377
0.02399,0.023421328389205076,0.022866136870153545,0.023372483271691762,0.023919254554230104,0.023426976175894787
0.02455,0.023954635501228044,0.02337370924630122,0.02390368804318492,0.024475595685134167,0.023960683084208182
0.02512,0.024496845192344293,0.02388914905962109,0.024443722196546912,0.02504176245832451,0.02450331840244941
0.0257,0.02504792505341696,0.024412394921462768,0.024992552066318167,0.02561774804790366,0.02505485112969572
0.0263,0.025617326505863368,0.02495237328167338,0.025559588114117505,0.026213473147175086,0.0256247425016669
0.02692,0.02620498093645636,0.025508953413077313,0.026144758634384115,0.02682892410889433,0.026212926577890903
0.02754,0.026791897060205908,0.02606411576197059,0.02672915131967313,0.027444239991619813,0.026800396636240554
0.02818,0.027396972277591587,0.026635702270373388,0.02733158106951375,0.02807926171890959,0.027406069678416963
0.02884,0.028020133697969976,0.027223574634261876,0.02795197202593375,0.02873397418095403,0.028029875881287372
0.02951,0.028651883678922255,0.027818720377854676,0.028580866564962417,0.029398445325166972,0.028662310406098658
0.0302,0.029301594208252343,0.028429914673678384,0.02922759216062244,0.030082579965417498,0.029312758169916804
0.0309,0.029959791037358977,0.029048190258971367,0.02988271599311938,0.030776450017444727,0.029971737072054926
0.03162,0.030635817524377613,0.02968226803880337,0.030555535766657045,0.03148995429675325,0.03064860462394307
0.03236,0.03132959231244913,0.030331994884557217,0.031245967493931267,0.03222307460920391,0.03134328338293605
0.03311,0.032031678029610836,0.03098847470228491,0.031944617395042306,0.03296588923228557,0.0320463270488622
0.03388,0.032751372506019,0.03166034241523073,0.03266073600576541,0.03372828710218338,0.03276704967615244
0.03467,0.03348858919283035,0.03234743600017748,0.03339423445670029,0.03451024791770183,0.03350536922467498
0.03548,0.03424323946842118,0.03304958988984324,0.034145021932330065,0.035311750528264615,0.03426120182113596
0.03631,0.035015232651594404,0.03376663502190259,0.034913005697174475,0.03613277291023698,0.03503446178080223
0.03715,0.03579519874568936,0.034489804932527623,0.03568886306799994,0.03696340538075648,0.03581576804868619
0.03802,0.03660161397308357,0.03523614269949044,0.036490970699749256,0.03782340117457479,0.036623634245336
0.0389,0.03741584398311899,0.035988313135452484,0.03730079168652615,0.03869296573568182,0.03743939838944043
0.03981,0.03825629557833147,0.03676322912274965,0.03813663125312435,0.039591836254576844,0.03828150819422704
0.04074,0.03911360696996017,0.037552141634769685,0.038989176257188,0.040510102727171635,0.039140591190719935
0.04169,0.03998767541023478,0.03835486171058516,0.03985832301103648,0.041447737374903024,0.040016551298621125
